States,Regions,latitude,longitude,Dates,Usage,Situation,Season
Uttarakhand,NR,30.32040895,78.05000565,2020-04-04,31.5,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-04-04,25.9,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-04-04,31.3,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-04-04,3.0,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-05-04,99.2,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-05-04,107.6,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-05-04,225.1,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-05-04,62.0,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-05-04,247.7,Covid-Lockdown,SPRING
Uttarakhand,NR,30.32040895,78.05000565,2020-05-04,33.6,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-05-04,27.7,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-05-04,48.5,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-05-04,3.1,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-04-13,102.9,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-04-13,116.5,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-04-13,225.9,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-04-13,63.2,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-04-13,252.8,Covid-Lockdown,SPRING
Uttarakhand,NR,30.32040895,78.05000565,2020-04-13,34.6,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-04-13,28.2,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-04-13,48.4,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-04-13,3.0,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-04-14,107.7,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-04-14,121.2,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-04-14,226.0,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-04-14,63.8,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-04-14,258.1,Covid-Lockdown,SPRING
Uttarakhand,NR,30.32040895,78.05000565,2020-04-14,35.8,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-04-14,29.3,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-04-14,46.9,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-04-14,3.3,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-04-15,112.8,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-04-15,125.1,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-04-15,233.0,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-04-15,63.3,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-04-15,262.7,Covid-Lockdown,SPRING
Uttarakhand,NR,30.32040895,78.05000565,2020-04-15,36.4,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-04-15,28.2,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-04-15,46.0,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-04-15,3.1,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-04-16,114.1,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-04-16,125.6,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-04-16,228.5,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-04-16,64.0,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-04-16,269.8,Covid-Lockdown,SPRING
Uttarakhand,NR,30.32040895,78.05000565,2020-04-16,36.8,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-04-16,28.7,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-04-16,47.9,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-04-16,3.3,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-04-17,111.7,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-04-17,124.3,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-04-17,227.1,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-04-17,59.8,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-04-17,267.3,Covid-Lockdown,SPRING
Uttarakhand,NR,30.32040895,78.05000565,2020-04-17,35.7,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-04-17,28.0,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-04-17,46.4,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-04-17,3.1,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-04-18,112.3,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-04-18,116.8,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-04-18,217.2,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-04-18,58.1,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-04-18,273.1,Covid-Lockdown,SPRING
Uttarakhand,NR,30.32040895,78.05000565,2020-04-18,33.4,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-04-18,25.1,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-04-18,45.3,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-04-18,2.8,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-04-19,102.8,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-04-19,123.4,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-04-19,229.6,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-04-19,69.1,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-04-19,268.0,Covid-Lockdown,SPRING
Uttarakhand,NR,30.32040895,78.05000565,2020-04-19,38.1,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-04-19,29.0,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-04-19,49.6,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-04-19,3.7,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-04-20,105.2,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-04-20,126.5,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-04-20,239.7,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-04-20,69.4,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-04-20,274.7,Covid-Lockdown,SPRING
Uttarakhand,NR,30.32040895,78.05000565,2020-04-20,38.7,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-04-20,30.4,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-04-20,50.8,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-04-20,3.7,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-04-21,105.8,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-04-21,125.3,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-04-21,234.3,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-04-21,69.1,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-04-21,259.3,Covid-Lockdown,SPRING
Uttarakhand,NR,30.32040895,78.05000565,2020-04-21,39.8,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-04-21,29.7,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-04-21,51.0,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-04-21,3.6,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-04-22,92.4,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-04-22,129.7,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-04-22,226.4,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-04-22,68.7,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-04-22,221.2,Covid-Lockdown,SPRING
Uttarakhand,NR,30.32040895,78.05000565,2020-04-22,37.1,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-04-22,26.2,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-04-22,29.2,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-04-22,3.6,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-04-23,100.2,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-04-23,115.0,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-04-23,234.3,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-04-23,70.0,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-04-23,231.0,Covid-Lockdown,SPRING
Uttarakhand,NR,30.32040895,78.05000565,2020-04-23,33.6,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-04-23,26.2,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-04-23,35.9,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-04-23,3.7,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-04-24,104.3,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-04-24,120.0,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-04-24,229.4,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-04-24,65.8,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-04-24,248.0,Covid-Lockdown,SPRING
Uttarakhand,NR,30.32040895,78.05000565,2020-04-24,39.2,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-04-24,28.6,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-04-24,42.8,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-04-24,3.4,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-04-25,97.3,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-04-25,111.6,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-04-25,227.8,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-04-25,63.1,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-04-25,252.2,Covid-Lockdown,SPRING
Uttarakhand,NR,30.32040895,78.05000565,2020-04-25,36.4,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-04-25,27.6,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-04-25,46.4,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-04-25,3.2,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-04-26,181.3,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-04-26,189.3,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-04-26,261.8,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-04-26,135.5,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-04-26,412.6,Covid-Lockdown,SPRING
Uttarakhand,NR,30.32040895,78.05000565,2020-04-26,45.8,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-04-26,30.3,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-04-26,42.6,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-04-26,6.5,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-04-27,162.6,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-04-27,184.2,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-04-27,268.1,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-04-27,131.8,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-04-27,444.2,Covid-Lockdown,SPRING
Uttarakhand,NR,30.32040895,78.05000565,2020-04-27,46.6,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-04-27,28.1,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-04-27,42.4,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-04-27,5.2,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-04-28,186.4,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-04-28,189.4,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-04-28,271.3,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-04-28,131.2,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-04-28,471.8,Covid-Lockdown,SPRING
Uttarakhand,NR,30.32040895,78.05000565,2020-04-28,47.5,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-04-28,30.4,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-04-28,47.6,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-04-28,5.9,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-04-29,198.8,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-04-29,185.1,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-04-29,270.4,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-04-29,134.4,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-04-29,431.1,Covid-Lockdown,SPRING
Uttarakhand,NR,30.32040895,78.05000565,2020-04-29,42.1,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-04-29,29.0,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-04-29,47.5,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-04-29,5.7,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-04-30,186.0,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-04-30,183.5,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-04-30,275.2,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-04-30,129.2,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-04-30,381.6,Covid-Lockdown,SPRING
Uttarakhand,NR,30.32040895,78.05000565,2020-04-30,41.9,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-04-30,30.6,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-04-30,47.9,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-04-30,5.7,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-01-05,190.3,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-01-05,187.4,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-01-05,271.0,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-01-05,129.0,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-01-05,433.9,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-01-05,46.1,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-01-05,30.1,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-01-05,47.5,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-01-05,5.7,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-02-05,188.4,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-02-05,179.9,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-02-05,264.9,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-02-05,123.8,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-02-05,443.4,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-02-05,42.7,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-02-05,26.8,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-02-05,46.0,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-02-05,6.1,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-03-05,88.2,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-03-05,89.5,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-03-05,187.7,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-03-05,64.8,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-03-05,282.8,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-03-05,21.2,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-03-05,16.1,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-03-05,37.8,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-03-05,2.9,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-04-05,91.2,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-04-05,91.0,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-04-05,171.6,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-04-05,61.2,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-04-05,280.0,Covid-Lockdown,SPRING
Uttarakhand,NR,30.32040895,78.05000565,2020-04-05,22.3,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-04-05,17.6,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-04-05,38.7,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-04-05,3.0,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-05-05,100.5,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-05-05,108.2,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-05-05,185.3,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-05-05,65.8,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-05-05,260.8,Covid-Lockdown,SPRING
Uttarakhand,NR,30.32040895,78.05000565,2020-05-05,25.3,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-05-05,18.4,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-05-05,40.7,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-05-05,3.2,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-05-13,105.4,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-05-13,106.9,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-05-13,178.8,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-05-13,68.5,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-05-13,269.3,Covid-Lockdown,SPRING
Uttarakhand,NR,30.32040895,78.05000565,2020-05-13,25.3,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-05-13,19.9,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-05-13,39.2,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-05-13,3.3,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-05-14,112.9,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-05-14,109.1,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-05-14,192.5,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-05-14,65.7,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-05-14,257.6,Covid-Lockdown,SPRING
Uttarakhand,NR,30.32040895,78.05000565,2020-05-14,22.7,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-05-14,17.4,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-05-14,41.9,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-05-14,3.2,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-05-15,121.1,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-05-15,120.2,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-05-15,208.7,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-05-15,71.8,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-05-15,300.3,Covid-Lockdown,SPRING
Uttarakhand,NR,30.32040895,78.05000565,2020-05-15,26.5,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-05-15,19.2,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-05-15,44.1,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-05-15,3.3,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-05-16,129.2,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-05-16,126.3,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-05-16,214.8,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-05-16,75.0,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-05-16,316.6,Covid-Lockdown,SPRING
Uttarakhand,NR,30.32040895,78.05000565,2020-05-16,28.0,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-05-16,19.6,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-05-16,42.9,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-05-16,3.4,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-05-17,113.0,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-05-17,123.6,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-05-17,245.1,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-05-17,70.7,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-05-17,283.5,Covid-Lockdown,SPRING
Uttarakhand,NR,30.32040895,78.05000565,2020-05-17,38.3,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-05-17,30.2,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-05-17,50.2,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-05-17,4.1,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-05-18,120.2,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-05-18,128.5,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-05-18,249.0,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-05-18,69.8,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-05-18,287.4,Covid-Lockdown,SPRING
Uttarakhand,NR,30.32040895,78.05000565,2020-05-18,39.3,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-05-18,30.7,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-05-18,53.6,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-05-18,4.2,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-05-19,120.5,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-05-19,131.6,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-05-19,250.3,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-05-19,71.7,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-05-19,290.9,Covid-Lockdown,SPRING
Uttarakhand,NR,30.32040895,78.05000565,2020-05-19,39.3,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-05-19,30.1,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-05-19,50.2,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-05-19,4.1,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-05-20,123.8,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-05-20,131.6,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-05-20,251.7,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-05-20,70.7,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-05-20,292.0,Covid-Lockdown,SPRING
Uttarakhand,NR,30.32040895,78.05000565,2020-05-20,39.4,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-05-20,30.5,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-05-20,49.7,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-05-20,4.1,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-05-21,126.0,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-05-21,133.0,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-05-21,249.7,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-05-21,73.4,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-05-21,295.5,Covid-Lockdown,SPRING
Uttarakhand,NR,30.32040895,78.05000565,2020-05-21,40.1,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-05-21,31.1,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-05-21,51.1,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-05-21,4.2,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-05-22,127.2,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-05-22,131.6,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-05-22,247.4,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-05-22,62.0,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-05-22,295.4,Covid-Lockdown,SPRING
